Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
3579,,6762172,,,,,,,,9153,977.33,,,,08/14/2012,,,,,,Water Supply INC,0000053579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,,3233024,,,,,,,,4500,1330.33,,,,07/18/2010,,,,,,PARTS HOUSE LLC.,0000053580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,,5036680,,,,,,,,2342,2594.33,,,,01/22/2015,,,,,,The Walter Co,0000053581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,,2470410,,,,,,,,2342,2173.33,,,,09/06/2013,,,,,,The Walter Co,0000053582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,,2429913,,,,,,,,2049,2446.00,,,,02/28/2013,,,,,,Example Company 1,0000053583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,,492942,,,,,,,,2342,961.00,,,,06/25/2018,,,,,,The Walter Co,0000053584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,,6268664,,,,,,,,2049,2913.33,,,,01/02/2014,,,,,,Example Company 1,0000053585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,,5075559,,,,,,,,9153,1444.00,,,,04/07/2011,,,,,,Water Supply INC,0000053586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,,1774778,,,,,,,,4500,2579.67,,,,05/23/2014,,,,,,PARTS HOUSE LLC.,0000053587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,,1569724,,,,,,,,2049,1627.67,,,,11/22/2011,,,,,,Example Company 1,0000053588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,,69044,,,,,,,,2122,2015.00,,,,07/27/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,,1293601,,,,,,,,9153,168.33,,,,06/06/2017,,,,,,Water Supply INC,0000053590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,,1431260,,,,,,,,4500,3317.33,,,,04/03/2013,,,,,,PARTS HOUSE LLC.,0000053591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,,2115888,,,,,,,,2049,177.67,,,,02/15/2017,,,,,,Example Company 1,0000053592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,,4787504,,,,,,,,9153,2458.67,,,,02/10/2013,,,,,,Water Supply INC,0000053593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,,6169255,,,,,,,,2122,1521.33,,,,11/12/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,,7273102,,,,,,,,9834,3050.67,,,,05/21/2017,,,,,,Supply All INC,0000053595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,,3653744,,,,,,,,7732,1117.00,,,,02/11/2011,,,,,,Digital Supply Co,0000053596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,,4166197,,,,,,,,7732,3095.67,,,,07/21/2019,,,,,,Digital Supply Co,0000053597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,,6036617,,,,,,,,7732,135.00,,,,09/19/2019,,,,,,Digital Supply Co,0000053598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,,5086577,,,,,,,,2122,171.00,,,,06/04/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,6283396,,,,,,,,2342,2178.00,,,,01/03/2010,,,,,,The Walter Co,0000053600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,,9032717,,,,,,,,2342,1307.67,,,,06/02/2011,,,,,,The Walter Co,0000053601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,,9527996,,,,,,,,7732,1218.33,,,,01/12/2018,,,,,,Digital Supply Co,0000053602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,,7595974,,,,,,,,9834,368.67,,,,09/17/2019,,,,,,Supply All INC,0000053603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,,1402925,,,,,,,,9834,2947.00,,,,09/25/2017,,,,,,Supply All INC,0000053604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,,5728336,,,,,,,,2049,1985.67,,,,10/23/2019,,,,,,Example Company 1,0000053605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,,9614487,,,,,,,,2122,919.33,,,,08/02/2014,,,,,,WE SPRAY PESTICIDE CO.,0000053606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,,3614086,,,,,,,,4500,2220.33,,,,06/26/2016,,,,,,PARTS HOUSE LLC.,0000053607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,,4720818,,,,,,,,9834,3281.00,,,,02/21/2016,,,,,,Supply All INC,0000053608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,,6781113,,,,,,,,2122,181.00,,,,08/06/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,,4561480,,,,,,,,9834,1309.33,,,,01/14/2014,,,,,,Supply All INC,0000053610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,,7910675,,,,,,,,2122,2246.00,,,,02/08/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,,6329783,,,,,,,,2049,2366.33,,,,09/17/2014,,,,,,Example Company 1,0000053612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,,375680,,,,,,,,2122,2222.33,,,,03/13/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,,6158076,,,,,,,,2049,3239.67,,,,11/16/2016,,,,,,Example Company 1,0000053614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,,4509735,,,,,,,,2122,1933.33,,,,08/02/2017,,,,,,WE SPRAY PESTICIDE CO.,0000053615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,,7723739,,,,,,,,1432,2595.67,,,,03/23/2011,,,,,,WESTERN PACKAGING,0000053616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,,1212104,,,,,,,,9153,2179.67,,,,09/22/2019,,,,,,Water Supply INC,0000053617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,,5762912,,,,,,,,2342,2025.00,,,,09/21/2017,,,,,,The Walter Co,0000053618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,,8638174,,,,,,,,2342,317.33,,,,08/05/2018,,,,,,The Walter Co,0000053619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,,998252,,,,,,,,2049,264.00,,,,05/14/2019,,,,,,Example Company 1,0000053620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,,269851,,,,,,,,9834,1379.67,,,,07/22/2016,,,,,,Supply All INC,0000053621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,,4930153,,,,,,,,7732,3234.33,,,,08/22/2016,,,,,,Digital Supply Co,0000053622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,,6181833,,,,,,,,2342,2160.33,,,,05/03/2010,,,,,,The Walter Co,0000053623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,,8360567,,,,,,,,9834,1109.33,,,,06/25/2010,,,,,,Supply All INC,0000053624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,,9936349,,,,,,,,2342,3143.67,,,,03/08/2018,,,,,,The Walter Co,0000053625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,,7462801,,,,,,,,1432,115.67,,,,06/10/2019,,,,,,WESTERN PACKAGING,0000053626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,,422409,,,,,,,,2342,2254.67,,,,10/18/2013,,,,,,The Walter Co,0000053627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,,2732814,,,,,,,,7732,3175.33,,,,10/13/2017,,,,,,Digital Supply Co,0000053628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,,3447919,,,,,,,,2342,1428.67,,,,10/10/2010,,,,,,The Walter Co,0000053629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,,5048955,,,,,,,,4500,1708.67,,,,02/21/2012,,,,,,PARTS HOUSE LLC.,0000053630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,,6995175,,,,,,,,9153,1648.00,,,,11/11/2014,,,,,,Water Supply INC,0000053631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,,2772144,,,,,,,,4500,3228.67,,,,01/12/2012,,,,,,PARTS HOUSE LLC.,0000053632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,,1352297,,,,,,,,7732,2048.33,,,,03/12/2018,,,,,,Digital Supply Co,0000053633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,,4310814,,,,,,,,2049,373.00,,,,03/13/2010,,,,,,Example Company 1,0000053634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,,2794769,,,,,,,,2342,2655.33,,,,09/24/2018,,,,,,The Walter Co,0000053635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,,1016402,,,,,,,,4500,1411.33,,,,09/25/2019,,,,,,PARTS HOUSE LLC.,0000053636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,,661107,,,,,,,,7732,2672.33,,,,01/11/2017,,,,,,Digital Supply Co,0000053637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,,221838,,,,,,,,2122,778.67,,,,01/01/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,,3417435,,,,,,,,7732,356.67,,,,03/12/2018,,,,,,Digital Supply Co,0000053639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,,2011180,,,,,,,,9834,731.33,,,,08/19/2018,,,,,,Supply All INC,0000053640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,,1755596,,,,,,,,1432,280.00,,,,03/20/2016,,,,,,WESTERN PACKAGING,0000053641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,,163963,,,,,,,,9153,1586.00,,,,02/14/2017,,,,,,Water Supply INC,0000053642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,,5088721,,,,,,,,7732,2547.33,,,,03/26/2013,,,,,,Digital Supply Co,0000053643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,,9714737,,,,,,,,2049,1746.67,,,,07/03/2018,,,,,,Example Company 1,0000053644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,,6146173,,,,,,,,9834,1773.67,,,,11/25/2014,,,,,,Supply All INC,0000053645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,,8126004,,,,,,,,7732,2433.00,,,,04/27/2012,,,,,,Digital Supply Co,0000053646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,,4285358,,,,,,,,1432,840.00,,,,05/03/2011,,,,,,WESTERN PACKAGING,0000053647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,,8693616,,,,,,,,2049,3083.00,,,,05/12/2018,,,,,,Example Company 1,0000053648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,,7467436,,,,,,,,1432,1721.67,,,,09/20/2011,,,,,,WESTERN PACKAGING,0000053649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,,5792909,,,,,,,,9153,541.00,,,,01/01/2015,,,,,,Water Supply INC,0000053650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,,3438100,,,,,,,,9834,1897.33,,,,11/02/2016,,,,,,Supply All INC,0000053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,,4431527,,,,,,,,2342,1240.33,,,,03/20/2013,,,,,,The Walter Co,0000053652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,,4693146,,,,,,,,2122,750.00,,,,06/19/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,,4116129,,,,,,,,9153,2833.00,,,,10/13/2010,,,,,,Water Supply INC,0000053654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,,5222430,,,,,,,,4500,1472.00,,,,09/17/2015,,,,,,PARTS HOUSE LLC.,0000053655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,,7136968,,,,,,,,2122,2626.00,,,,07/16/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,,6934839,,,,,,,,2342,2927.67,,,,04/17/2014,,,,,,The Walter Co,0000053657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,,223141,,,,,,,,1432,2725.67,,,,08/14/2014,,,,,,WESTERN PACKAGING,0000053658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,,8388343,,,,,,,,4500,2662.00,,,,11/22/2016,,,,,,PARTS HOUSE LLC.,0000053659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,2253252,,,,,,,,7732,3130.67,,,,07/18/2010,,,,,,Digital Supply Co,0000053660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,,2446031,,,,,,,,4500,2120.33,,,,10/10/2017,,,,,,PARTS HOUSE LLC.,0000053661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,,6797516,,,,,,,,2049,1490.33,,,,11/26/2017,,,,,,Example Company 1,0000053662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,,2250949,,,,,,,,9153,140.33,,,,10/05/2012,,,,,,Water Supply INC,0000053663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,,804057,,,,,,,,2049,1431.33,,,,09/15/2010,,,,,,Example Company 1,0000053664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,,4344203,,,,,,,,2342,70.00,,,,05/03/2010,,,,,,The Walter Co,0000053665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,,5686008,,,,,,,,9153,987.00,,,,08/08/2017,,,,,,Water Supply INC,0000053666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,,3210737,,,,,,,,7732,322.67,,,,02/05/2015,,,,,,Digital Supply Co,0000053667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,,9773188,,,,,,,,2122,2615.00,,,,10/27/2014,,,,,,WE SPRAY PESTICIDE CO.,0000053668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,,9242514,,,,,,,,7732,1505.67,,,,07/05/2010,,,,,,Digital Supply Co,0000053669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,,7012923,,,,,,,,2122,1063.33,,,,11/01/2014,,,,,,WE SPRAY PESTICIDE CO.,0000053670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,,2726381,,,,,,,,9153,1406.67,,,,10/27/2013,,,,,,Water Supply INC,0000053671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,,6508661,,,,,,,,4500,394.67,,,,02/24/2012,,,,,,PARTS HOUSE LLC.,0000053672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,,1552707,,,,,,,,7732,1556.33,,,,10/11/2015,,,,,,Digital Supply Co,0000053673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,,9640793,,,,,,,,4500,577.00,,,,04/20/2012,,,,,,PARTS HOUSE LLC.,0000053674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,,6351706,,,,,,,,4500,989.00,,,,06/24/2015,,,,,,PARTS HOUSE LLC.,0000053675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,,9832617,,,,,,,,2342,870.67,,,,01/23/2016,,,,,,The Walter Co,0000053676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,,9691158,,,,,,,,9834,331.67,,,,05/13/2014,,,,,,Supply All INC,0000053677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,,6845681,,,,,,,,1432,3307.00,,,,05/08/2014,,,,,,WESTERN PACKAGING,0000053678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,,7999461,,,,,,,,9834,2121.33,,,,02/17/2015,,,,,,Supply All INC,0000053679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,,1946249,,,,,,,,2122,963.33,,,,07/16/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,,6934443,,,,,,,,9153,154.00,,,,09/27/2013,,,,,,Water Supply INC,0000053681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,,954981,,,,,,,,1432,3101.33,,,,01/15/2013,,,,,,WESTERN PACKAGING,0000053682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,,5441936,,,,,,,,9153,721.67,,,,02/10/2018,,,,,,Water Supply INC,0000053683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,,6822974,,,,,,,,9153,954.00,,,,01/10/2019,,,,,,Water Supply INC,0000053684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,,1373073,,,,,,,,2122,211.33,,,,03/03/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,,3588180,,,,,,,,9834,897.33,,,,09/12/2010,,,,,,Supply All INC,0000053686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,,7613146,,,,,,,,2049,665.33,,,,10/26/2015,,,,,,Example Company 1,0000053687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,,8365890,,,,,,,,7732,99.33,,,,04/20/2014,,,,,,Digital Supply Co,0000053688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,,3895095,,,,,,,,2342,799.00,,,,07/06/2013,,,,,,The Walter Co,0000053689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,,6965762,,,,,,,,2342,2817.67,,,,08/19/2010,,,,,,The Walter Co,0000053690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,,8671123,,,,,,,,2049,695.00,,,,08/06/2016,,,,,,Example Company 1,0000053691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,,1377293,,,,,,,,7732,1928.00,,,,07/18/2015,,,,,,Digital Supply Co,0000053692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,,1843602,,,,,,,,2342,2121.00,,,,05/27/2014,,,,,,The Walter Co,0000053693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,,1305798,,,,,,,,7732,1249.00,,,,10/09/2017,,,,,,Digital Supply Co,0000053694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,,8533627,,,,,,,,9153,2249.67,,,,02/24/2010,,,,,,Water Supply INC,0000053695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,,4638601,,,,,,,,4500,1941.00,,,,05/22/2019,,,,,,PARTS HOUSE LLC.,0000053696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,,669733,,,,,,,,1432,1153.33,,,,02/24/2012,,,,,,WESTERN PACKAGING,0000053697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,,2808755,,,,,,,,2342,3071.00,,,,09/10/2016,,,,,,The Walter Co,0000053698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,,6696221,,,,,,,,4500,2436.67,,,,03/22/2017,,,,,,PARTS HOUSE LLC.,0000053699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,,4962798,,,,,,,,7732,2658.00,,,,08/22/2011,,,,,,Digital Supply Co,0000053700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,,2006441,,,,,,,,9834,541.33,,,,04/11/2017,,,,,,Supply All INC,0000053701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,,5851840,,,,,,,,2342,1857.67,,,,08/17/2018,,,,,,The Walter Co,0000053702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,,4816031,,,,,,,,7732,2002.00,,,,06/01/2018,,,,,,Digital Supply Co,0000053703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,,4584921,,,,,,,,2122,3163.33,,,,07/23/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,,3644835,,,,,,,,1432,2957.33,,,,09/16/2013,,,,,,WESTERN PACKAGING,0000053705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,,8300251,,,,,,,,2049,2329.00,,,,10/11/2012,,,,,,Example Company 1,0000053706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,,426216,,,,,,,,2049,1871.67,,,,10/28/2013,,,,,,Example Company 1,0000053707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,,8684518,,,,,,,,2122,65.00,,,,04/04/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,,8766949,,,,,,,,4500,1383.00,,,,02/20/2017,,,,,,PARTS HOUSE LLC.,0000053709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,,4349638,,,,,,,,2049,2901.67,,,,10/17/2010,,,,,,Example Company 1,0000053710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,,5478002,,,,,,,,9834,883.00,,,,08/13/2014,,,,,,Supply All INC,0000053711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,,786313,,,,,,,,2122,3087.67,,,,04/12/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,,2247649,,,,,,,,2049,2772.67,,,,04/12/2010,,,,,,Example Company 1,0000053713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,,9934167,,,,,,,,1432,2257.33,,,,07/19/2015,,,,,,WESTERN PACKAGING,0000053714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,,8344717,,,,,,,,4500,3117.33,,,,09/05/2010,,,,,,PARTS HOUSE LLC.,0000053715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,,8423115,,,,,,,,2122,1596.33,,,,04/18/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,,1937407,,,,,,,,4500,86.00,,,,07/20/2019,,,,,,PARTS HOUSE LLC.,0000053717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,,4361290,,,,,,,,9153,2887.67,,,,02/17/2016,,,,,,Water Supply INC,0000053718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,,4083084,,,,,,,,1432,1960.00,,,,10/17/2015,,,,,,WESTERN PACKAGING,0000053719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
